id,nome,campeonatoId,arbitroId,rodada,data,horario,horarioInt,horas,periodo,estadio,casa,visitante,numAmarelos,numVermelhos
207,208 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,27,21,06/08/2022,19:00,1140,19,Noite,Antônio Accioly / Goiania,14,11,3,0
208,209 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,4,21,06/08/2022,19:00,1140,19,Noite,Aderbal Ramos da Silva / Florianopolis,16,9,4,0
209,210 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,24,21,08/08/2022,20:00,1200,20,Noite,Major Antônio Couto Pereira / Curitiba,18,3,6,0
210,211 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,11,22,14/08/2022,18:00,1080,18,Noite,Raimundo Sampaio / Belo Horizonte,17,3,1,0
211,212 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,4,22,14/08/2022,16:00,960,16,Tarde,Jornalista Mário Filho / Rio de Janeiro,15,5,5,0
212,213 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,24,22,14/08/2022,16:00,960,16,Tarde,Cícero Pompeu de Toledo / Sao Paulo,4,11,1,0
213,214 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,9,22,13/08/2022,19:00,1140,19,Noite,Arena Corinthians / Sao Paulo,9,6,4,0
214,215 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,26,22,13/08/2022,21:00,1260,21,Noite,Nilton Santos / Rio de Janeiro,8,14,4,1
215,216 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,10,22,14/08/2022,19:00,1140,19,Noite,José Pinheiro Borda / Porto Alegre,1,2,3,0
216,217 CBF - CONFEDERAÇÃO BRASILEIRA DE FUTEBOL,0,22,22,14/08/2022,16:00,960,16,Tarde,Governador Plácido Aderaldo Castelo / Fortaleza,7,12,7,0
